@relation 'AT: car-training-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.573persons=4-0.405safety=med+0.346safety=high-0.327persons=2+0.296lug_boot=big-0.262lug_boot=small-0.248persons=more-0.142doors=2-0.089maint=high-0.087buying=low+0.083maint=vhigh+0.071doors=4+0.06 safety=low+0.051doors=5more+0.051buying=med+0.046buying=high+0.041maint=low-0.034lug_boot=med-0.033maint=med+0.022doors=3...' numeric
@attribute 0.501safety=low-0.475persons=more+0.404persons=2-0.341safety=med-0.241lug_boot=big+0.203lug_boot=med-0.167doors=3-0.159safety=high+0.157doors=2+0.138buying=vhigh-0.115maint=low-0.111buying=med+0.082maint=med+0.065persons=4+0.051doors=4+0.048maint=high-0.045doors=5more-0.041buying=high+0.037lug_boot=small-0.016maint=vhigh... numeric
@attribute 0.558lug_boot=med-0.474lug_boot=small-0.384safety=low+0.341safety=high+0.275persons=2-0.175doors=5more-0.169persons=4+0.117doors=3-0.108persons=more-0.086buying=low-0.083lug_boot=big-0.08maint=high+0.075maint=low+0.057maint=med-0.053maint=vhigh+0.052buying=high+0.046buying=vhigh+0.043safety=med+0.043doors=2+0.016doors=4... numeric
@attribute '0.498lug_boot=big+0.458persons=2-0.412lug_boot=med-0.379persons=more-0.228safety=low+0.206safety=med-0.187doors=3+0.139buying=med+0.126doors=5more+0.105doors=4-0.103maint=low-0.098buying=high+0.088maint=high-0.085lug_boot=small-0.084persons=4-0.072buying=low-0.046doors=2+0.04 maint=med+0.032buying=vhigh-0.025maint=vhigh...' numeric
@attribute '-0.533safety=high-0.5lug_boot=small+0.309lug_boot=big+0.307safety=med+0.226safety=low+0.192lug_boot=med+0.186doors=4+0.158buying=low-0.148persons=2-0.141doors=5more-0.137maint=med-0.136buying=med-0.114doors=3+0.109persons=4+0.098maint=low+0.065doors=2-0.06buying=vhigh+0.056maint=high+0.04 persons=more+0.037buying=high...' numeric
@attribute '0.48 persons=4+0.47 safety=med-0.387persons=more-0.36lug_boot=big-0.289safety=low+0.222lug_boot=small-0.191doors=2-0.182safety=high+0.138lug_boot=med+0.102doors=4-0.102buying=high-0.097persons=2+0.083buying=vhigh+0.07 doors=3+0.05 buying=med-0.04maint=low+0.031maint=vhigh-0.031buying=low+0.02 doors=5more+0.014maint=med...' numeric
@attribute '0.581maint=med-0.495doors=2-0.427maint=high+0.258doors=3-0.203maint=low+0.167doors=4+0.144buying=low+0.135safety=low-0.124safety=high-0.112persons=4-0.079buying=vhigh+0.077doors=5more-0.069lug_boot=small-0.064buying=med+0.061lug_boot=big+0.06 persons=2+0.052persons=more+0.047maint=vhigh-0.01safety=med+0.008lug_boot=med...' numeric
@attribute '-0.502buying=low+0.389buying=vhigh-0.388maint=high-0.348doors=5more+0.261maint=vhigh+0.233maint=low+0.225buying=high+0.207doors=3-0.179lug_boot=med-0.123safety=high-0.111buying=med-0.099maint=med+0.097lug_boot=small+0.081lug_boot=big+0.081doors=2+0.065safety=low+0.06 doors=4+0.058safety=med+0.057persons=2-0.037persons=4...' numeric
@attribute 0.497buying=high-0.481maint=vhigh-0.469buying=vhigh+0.371maint=low+0.218maint=med-0.16persons=more+0.144doors=2+0.129lug_boot=small-0.117maint=high-0.109lug_boot=med-0.108doors=5more+0.101persons=4+0.057persons=2+0.034safety=med-0.021doors=4-0.021buying=med-0.02lug_boot=big-0.017safety=high-0.017doors=3-0.016safety=low... numeric
@attribute '-0.683doors=4+0.296doors=3-0.293maint=vhigh+0.291buying=vhigh+0.275maint=med+0.202doors=5more+0.191doors=2-0.141lug_boot=small+0.14 lug_boot=big-0.135safety=high-0.121buying=low-0.115buying=high+0.114persons=4+0.086safety=med-0.069persons=2-0.056buying=med+0.054maint=high+0.049safety=low-0.046persons=more-0.043maint=low...' numeric
@attribute 0.666buying=med+0.416maint=low-0.358buying=high-0.239maint=high+0.181safety=low-0.176buying=vhigh-0.158maint=med-0.142safety=high+0.137doors=5more-0.127buying=low-0.108doors=2+0.102lug_boot=med-0.091doors=4+0.087persons=2-0.069persons=4+0.065doors=3-0.054lug_boot=small-0.048lug_boot=big-0.039safety=med-0.018persons=more... numeric
@attribute '-0.544buying=low+0.445buying=high-0.42maint=low+0.311buying=med+0.259maint=high-0.207buying=vhigh+0.17 doors=5more+0.141lug_boot=med+0.133maint=vhigh-0.132safety=high-0.097doors=2-0.094lug_boot=small+0.093safety=low+0.062persons=more-0.047lug_boot=big-0.04doors=4+0.039safety=med-0.032persons=4-0.032doors=3-0.029persons=2...' numeric
@attribute '0.614doors=5more-0.424doors=3-0.376maint=high+0.283maint=vhigh-0.256buying=med+0.212buying=high-0.208doors=4+0.18 maint=low+0.101lug_boot=med-0.079maint=med+0.075safety=med-0.068safety=low-0.058lug_boot=big-0.043lug_boot=small+0.034persons=2+0.03 buying=low-0.02persons=4+0.017doors=2-0.014persons=more+0.013buying=vhigh...' numeric
@attribute '0.506doors=2+0.443maint=vhigh-0.336buying=vhigh-0.297maint=low-0.289maint=high-0.274doors=5more-0.227doors=4+0.205buying=low+0.197buying=med+0.152maint=med+0.1  persons=4-0.074persons=more-0.07safety=low+0.069safety=med-0.064buying=high-0.039lug_boot=med+0.036lug_boot=big-0.027persons=2-0.01doors=3+0.002lug_boot=small...' numeric
@attribute 0.528doors=3-0.434maint=med-0.283doors=4-0.265doors=2-0.258buying=vhigh+0.255maint=vhigh+0.244buying=low+0.226persons=2-0.193persons=more+0.193buying=high-0.181buying=med+0.144maint=high+0.055safety=low+0.042maint=low-0.042lug_boot=med+0.037lug_boot=big-0.035persons=4-0.035safety=high+0.031doors=5more-0.02safety=med... numeric
@attribute quality {unacc,acc,good,vgood}

@data
0.433154,1.016417,-2.284694,-1.247367,-0.122963,0.950548,-0.142254,-1.291815,0.12322,0.581949,-0.559306,-0.79526,-2.060625,-0.147566,2.182777,unacc
-0.276688,-0.721097,1.556639,-1.225142,-0.67723,-1.254876,-2.391393,-1.646093,-0.606892,0.046547,0.634101,1.25357,-1.246281,0.713952,-1.266214,acc
-2.025592,0.168119,-0.509043,1.981372,-0.481164,1.59725,-0.783783,-0.559172,0.090194,-1.836779,0.781027,1.054038,-1.794319,-0.630452,-0.28915,unacc
-0.692745,-2.12831,-0.345084,0.896331,2.035367,-0.611771,-0.377187,0.021306,0.508982,-1.327207,-1.803855,1.652635,-0.843037,-1.266193,-0.245334,acc
-0.351475,0.129519,0.686592,-2.775056,0.790277,-0.888871,0.370059,1.634313,-0.88196,1.267784,1.270983,-0.881143,-0.500701,-1.869164,0.356517,unacc
-1.504305,0.436044,1.125163,0.59106,0.741515,1.127431,0.746051,-1.480208,-1.441214,-0.455289,0.309333,-0.21375,2.60611,0.883257,1.583993,unacc
-1.478495,-1.686392,-1.112482,-0.602698,0.151103,0.707587,0.436946,1.559049,-0.03724,-2.734347,-1.308634,1.271839,0.71765,0.365929,-0.04486,unacc
1.863699,0.282161,1.49146,-0.853376,-0.698996,0.671014,-1.647683,-0.176057,-0.910558,-0.425552,1.035555,0.771648,0.267318,2.787994,-0.659919,acc
0.027264,-0.609554,1.188834,-1.076921,-0.976784,-0.69979,-1.114775,-1.484732,-2.2194,0.880158,-0.75306,0.670319,0.763581,-2.310086,-0.761859,unacc
1.599278,0.99118,-0.251911,-1.166348,0.697258,0.761396,-0.368504,-0.845969,0.49408,0.585161,3.285222,0.585263,1.274672,-0.878089,-0.293417,unacc
-1.650562,-1.495447,-1.568907,-0.252825,-0.829158,0.945024,0.052777,0.99057,-2.466777,0.237577,-0.35789,0.254937,2.160197,-0.375081,-0.36375,unacc
0.601372,-0.881343,-1.043399,0.082162,1.55672,-1.948417,0.297091,0.685931,0.33044,-1.494874,2.545139,-0.098036,-0.953206,-0.97461,-1.186027,unacc
-1.083445,1.731404,-1.855933,1.110225,-1.40914,-0.199178,-0.682549,-1.48947,-0.218275,0.121039,1.775573,1.653602,-0.196431,-1.040057,0.591955,unacc
-0.475964,0.331228,-0.319706,1.641183,-3.018007,0.027247,-1.231857,-1.888933,-0.220426,-0.268858,1.091243,1.176418,-0.066546,-0.889798,0.400125,unacc
3.052116,-0.90268,0.071653,1.424514,-0.17057,0.284629,-0.020715,0.327868,-1.098709,-2.133499,0.755236,0.503126,-0.589118,1.270174,-0.53704,acc
0.236146,0.021969,2.900074,-0.219702,-1.394148,-0.113734,-0.131259,0.244508,0.610221,0.030149,2.761993,-0.353019,-0.894893,-0.385393,1.22839,unacc
-0.600077,2.083248,0.329863,0.416517,0.056527,-0.377503,-0.517476,-2.07561,-0.722916,0.422316,2.106609,2.15281,0.109617,-1.126833,0.493673,unacc
0.966224,0.167613,0.702733,2.370065,-1.292179,-1.050033,0.103986,0.737009,-2.426136,0.317247,-0.341433,-0.202937,2.052419,-0.3467,0.563138,unacc
1.222487,1.735736,0.518731,-1.81372,0.396199,1.077275,1.819981,0.835206,-0.681313,2.335376,-0.155458,-0.049406,-1.112227,-0.465419,-0.395373,unacc
-1.238415,0.405798,-1.852363,-1.173203,-0.977836,-1.258919,0.302283,0.003315,0.667276,0.641028,1.174543,0.704737,-1.000312,1.663605,-2.300482,unacc
0.062128,-1.431596,-0.855144,-0.27809,-0.534295,2.666178,-0.417963,1.016503,1.316778,0.584243,2.320732,-0.49548,-1.14025,0.114922,0.805605,acc
-2.432033,0.548589,-0.557201,0.887907,-0.246732,0.823686,-0.727704,0.099629,-0.355458,-0.790293,-0.58803,-1.329458,0.914587,2.761457,1.004754,unacc
2.034061,0.326917,1.261363,-0.994273,0.259546,1.15315,0.347682,-1.119139,-1.253431,-2.575307,-0.765676,-1.071464,0.413928,1.123204,0.279147,acc
-1.976959,-2.208086,-1.086252,-0.470982,-0.777335,0.905552,-0.582861,-0.377855,-0.363157,0.469252,0.920269,1.26651,-2.405615,-0.23472,0.702159,unacc
-0.834844,-0.222325,-1.499204,-2.081349,-0.67539,-0.710546,0.204987,2.220453,-0.377318,0.966507,0.939947,-1.380352,-0.806749,-1.782389,0.454799,unacc
-0.326983,-0.882835,-0.683941,-0.494024,-2.886257,-0.477409,1.029593,-0.234786,-0.947383,1.084742,-0.896948,-0.355699,1.139435,-1.210174,-1.987957,acc
0.879527,0.80796,-1.802692,-0.871373,-1.247333,1.182584,1.686973,0.266287,0.854722,1.234215,1.466994,0.651136,-2.042663,0.85397,-0.123924,unacc
-1.252833,-1.270032,1.176891,-0.598903,0.938386,0.841254,1.674803,-0.646224,-0.110012,-0.981786,1.077361,1.220881,-0.906678,0.195011,-2.602348,acc
-0.371493,0.102087,-1.19424,-0.421732,1.418841,-2.681725,1.059382,-0.924412,0.389101,1.091304,-0.651813,-1.167872,-0.369426,1.747001,-1.250308,unacc
2.463203,-0.887183,0.429056,0.899732,-0.183742,-0.55075,-2.11468,0.300975,1.263638,0.456941,1.716324,-0.907033,-0.32002,1.222165,-0.996634,vgood
-0.603341,-0.872591,-0.137535,-1.219701,-1.868374,-1.084267,-2.076322,1.523741,-0.010312,0.321784,-0.143397,-2.005656,0.351456,-0.45237,-1.57562,unacc
0.110141,-0.70705,1.766082,-2.033455,-0.442654,-1.522811,-1.154738,0.636846,-0.271387,-0.898875,-1.23371,1.276929,1.365998,1.811232,-0.131387,unacc
1.844129,0.675855,-0.957434,-0.178785,1.827852,-1.129642,-1.419738,1.479064,2.461563,0.711875,0.024828,-0.12629,0.634741,0.465268,0.061696,unacc
1.458234,0.491362,-0.366512,0.087542,-1.984473,1.551995,0.888753,0.675849,-0.188411,-0.613974,-1.531917,-1.043827,-0.777404,-0.725016,-2.370765,acc
-0.681151,-2.291172,-0.49482,1.44389,1.63264,-0.259304,-0.522821,-0.757319,-0.686792,-1.192244,0.571973,1.349075,-1.927685,-0.659555,-1.111834,acc
0.970313,0.241993,-0.604307,-0.446474,-1.593784,0.41234,-2.758141,-0.315605,1.650128,-0.051332,-2.179325,0.856199,-0.481715,0.564215,0.036536,acc
-1.307681,-1.329296,0.884311,-1.09551,0.585714,0.300741,1.613968,-0.812511,0.883393,0.920328,-0.770061,2.010847,2.080776,-0.52666,-1.015072,acc
-1.329032,-0.18035,0.379178,2.87374,0.95697,-0.307693,-2.022049,-0.543817,0.154892,0.763251,0.755902,1.024541,-1.310042,1.117734,-0.178043,unacc
-0.620204,1.994687,0.516876,-0.509915,0.833745,-0.646214,0.474944,-1.541272,0.436288,0.052541,1.774483,-1.380661,2.052956,-1.135715,1.241473,unacc
2.401382,0.275371,-1.90689,0.944508,0.682899,-0.129842,0.322123,-0.217581,-1.298927,0.293475,1.967972,1.466717,1.183803,1.004882,0.375566,unacc
-2.18682,-0.819311,0.756005,-1.320804,1.784777,-0.060898,-1.669577,-2.155541,-0.462768,0.369298,-0.986861,-0.355606,-0.407306,0.869866,-0.252392,acc
1.346342,-1.35182,-0.113976,1.089222,2.278408,1.148856,-0.212289,1.415664,2.188917,-1.212216,-0.403391,-0.109355,0.422328,-0.916551,-0.141888,acc
-1.482739,-1.092284,1.13443,-1.642313,1.338789,-0.140854,-0.913135,1.021694,-0.163136,-0.42972,-1.01552,1.640956,1.541031,1.955545,-0.099887,unacc
0.374426,1.479307,-2.29027,-0.429873,-0.387644,0.538383,-2.354467,-0.694767,0.456505,0.473527,0.880832,1.029823,-1.696248,1.020593,-0.638134,unacc
-0.352959,0.121014,-1.190362,-0.017166,-0.205353,2.304311,-1.603216,1.949991,-1.329059,0.542211,-1.03078,-0.563284,0.760691,1.786468,-0.703303,unacc
-2.364223,-0.80368,-0.812162,-0.499742,-0.627394,0.422478,-0.037487,1.14376,-0.258018,1.520171,-1.245085,-0.60817,-0.071005,0.725563,-2.633977,unacc
-2.080439,0.108855,-0.801623,1.484766,-0.833836,1.056737,-0.844619,-0.725459,1.083599,0.065335,-1.066394,1.844004,1.193135,-1.352123,1.298126,unacc
1.821126,-0.407497,1.793323,-1.849744,-0.169509,0.917916,-0.014282,-0.848783,0.739759,0.26996,0.594426,-2.333502,-0.345293,-0.104565,1.658143,good
-0.701279,-2.379733,-0.307807,0.517459,2.409859,-0.528015,0.469599,-0.222981,0.472412,-1.562018,0.239847,-2.184396,0.015655,-0.668438,-0.364034,good
-1.445336,-1.659282,0.608567,-1.363571,1.404013,0.34044,0.151314,-1.720603,0.079449,0.179655,1.086492,-1.299375,2.257565,-0.942042,0.190607,good
1.279031,-0.296451,-0.398049,-0.338543,-1.899856,0.684076,-2.391568,0.334405,1.577685,-0.139739,1.703528,-1.007628,-0.286964,1.150369,-1.064486,good
-0.86928,-1.925588,-0.350781,0.846275,1.869397,-0.403227,2.266831,-0.987811,0.116455,-0.832787,-1.080032,-1.150937,-0.58184,0.365182,-1.453892,good
1.414981,0.269237,-0.808828,0.138495,-2.739872,1.363949,0.682282,-0.269064,-0.39078,1.423103,-1.003511,-0.55742,1.125403,-0.840049,-1.649989,acc
0.664656,0.366152,-0.923025,-0.385719,-1.315948,0.576827,-2.423563,-1.988528,0.490226,-0.062774,-1.642651,-1.420564,-0.90242,1.182453,0.152357,acc
2.810408,-0.553515,0.503568,0.997,0.272103,0.192381,-0.631592,1.407249,-0.146501,-0.746525,-0.199242,-1.976691,-0.212965,-1.686841,-1.213055,acc
2.206759,-0.408996,1.284315,-0.63539,-0.911609,0.987821,-0.917812,-1.245432,0.491929,0.195265,2.600892,0.10808,1.404558,-0.72783,-0.485247,vgood
1.426267,-0.385258,-1.257476,0.497945,-2.473931,1.246877,-1.595093,-2.087928,-0.126761,0.117358,0.762829,1.169139,-0.180888,-0.620572,-0.152443,acc
0.997599,-2.0495,0.007536,0.99289,-1.348009,-1.78525,1.338545,-1.423275,-0.230037,0.881539,1.069336,0.944647,0.481992,0.094235,-1.746939,vgood
-1.082008,0.114515,-1.659653,-2.049579,-0.034646,-1.736174,-1.349315,1.546771,2.219007,-0.223166,0.118594,-0.025163,0.681829,0.023348,-0.344124,unacc
-0.390662,0.170594,0.657727,-2.745159,0.474675,-1.189565,2.34499,0.49305,0.989251,1.062168,-0.471234,1.655625,-0.637936,-0.209567,0.306325,unacc
1.025192,-1.927712,0.186138,0.415434,-0.629681,-1.837023,-0.490752,0.496614,-0.905474,0.952191,0.435726,-1.288563,1.703874,-2.171999,-0.830247,acc
-0.55093,2.039152,1.470609,-0.969402,0.076984,-0.567838,2.360916,0.657767,1.45219,1.014314,-0.249382,1.461183,-0.537626,-0.108669,1.196862,unacc
-0.679744,2.452222,1.456501,-0.670483,-0.147877,-0.142356,2.183217,1.034201,-0.774978,1.94916,0.172956,-0.042126,-0.997885,-0.734646,0.157196,unacc
0.772849,1.330493,-2.230563,-0.690627,-0.555795,0.622914,-1.263447,0.809546,-0.403765,-0.336932,1.388848,0.749623,-0.168616,2.724511,-0.369808,unacc
-0.00419,0.845934,2.015826,0.399916,-1.149613,-0.503545,-0.92115,-1.696448,0.470707,-0.102544,-0.953548,1.979186,1.32415,-1.583211,1.168343,unacc
-0.178841,-0.044354,0.036288,1.201555,-2.921351,-0.053485,-0.719649,-0.460298,0.902906,-0.492227,2.598269,-0.38385,1.212852,-0.910281,0.165603,unacc
0.348722,0.457972,1.187632,-0.215023,1.262636,2.755628,1.295428,0.474558,-0.584802,0.156458,-0.98269,-0.180591,-0.296322,-0.667478,-2.437546,acc
-1.91213,0.146344,-0.459737,1.344058,-0.962042,1.401488,-0.51011,1.07961,-0.020237,0.776812,0.862971,-1.219573,2.012273,-1.998583,0.023938,unacc
2.827588,-1.474232,0.75335,0.021484,-0.196897,-0.303072,-0.237045,1.376849,2.090255,0.576805,-0.260489,-0.455353,-0.263692,-0.564233,1.708456,acc
-1.539399,2.358655,-1.202765,0.165805,-0.528993,-1.033715,-1.845597,0.282853,1.558614,-0.047651,-1.166581,1.340662,-0.497258,0.14473,0.780934,unacc
-1.284208,0.94708,1.872088,0.778271,0.994216,1.576472,0.440245,1.51406,-2.306111,-1.546078,-0.333408,0.073296,0.663749,-0.245925,-0.292271,unacc
-0.108062,1.431082,-0.215211,1.372311,0.546377,-1.242914,-0.014408,0.923105,-1.351758,1.738702,-0.332432,0.086069,-2.018892,-1.589212,1.647709,unacc
-1.665144,0.666811,2.361074,0.251618,0.024699,1.466026,1.875512,1.019586,-0.668879,2.02842,-0.293184,-0.155283,-0.692966,-0.440074,-0.003133,unacc
1.439058,-0.532573,-0.68876,-0.977162,-1.899981,1.261504,0.399458,-0.186965,-0.739201,-0.618407,-0.73562,-1.552643,-0.403107,1.70661,2.259274,acc
-1.486015,-1.761888,-0.602686,0.611179,2.035224,-1.1174,-1.557762,-1.602831,-0.272174,0.664702,-1.305102,-0.75422,-0.74641,1.028436,-0.086257,acc
-0.194958,-0.100635,-1.188542,-0.371677,1.584812,-2.890269,-1.584635,0.084706,0.781629,0.596884,-1.375636,1.635699,-0.630624,0.115626,-0.04175,unacc
0.86899,0.204045,1.412472,2.170135,-0.587574,-1.327944,1.706575,0.46498,1.631045,-1.338356,-1.613045,0.567357,-0.235858,-0.29647,-0.710679,unacc
0.768949,-0.466463,1.498409,2.041098,-1.684163,-1.045448,1.777788,0.032388,0.444859,1.054784,1.123874,0.281827,-1.831491,0.806798,0.304666,unacc
2.154486,-0.34874,0.222798,0.791801,0.12233,-0.822486,-2.481254,-0.349035,1.336081,0.545348,-2.166529,0.956794,-0.51477,0.636011,0.104388,acc
2.727968,-0.734566,0.032386,1.07785,-0.798897,-0.29636,1.136869,-0.678927,1.522341,1.084937,-1.413054,1.046484,1.552607,-0.142277,-0.542471,acc
1.547005,1.051437,-1.313429,0.260843,1.731197,-1.048911,-1.931946,0.050429,1.338232,0.935245,-1.482199,1.433978,-0.644656,0.485751,0.296218,unacc
-1.286365,0.465442,-2.274658,-1.80995,-0.021617,-1.406423,-0.435925,-0.050474,-0.924496,-0.821697,-0.343741,-1.021859,0.509358,2.365986,0.274546,unacc
1.143324,1.618431,0.401257,-2.110768,1.577405,-0.073141,-1.531553,0.926354,2.270969,0.416471,0.343068,0.272324,0.973845,0.306698,-0.104439,unacc
-1.043503,-0.39307,0.884909,1.886553,1.456353,-0.740891,-1.364206,1.663444,2.473998,0.404919,-0.112899,-0.232167,1.054003,0.490614,0.453935,unacc
0.304249,-0.505761,-1.399394,0.52179,1.460064,-1.867686,-0.215117,-0.742705,-0.792892,-1.271504,1.038113,1.462232,-2.232604,-0.954127,-0.951505,unacc
-0.178208,-0.607631,-1.739392,0.341528,-0.28976,2.276367,-1.207854,-0.924453,1.177264,0.451551,-1.394808,1.836725,1.078793,-1.082896,0.745558,unacc
-1.542223,0.519963,1.676753,1.287664,0.984502,1.418925,-0.618711,-1.145312,-0.414448,-1.535503,1.112064,1.553247,-1.488271,-0.717228,-0.387432,unacc
-0.439295,2.546798,1.234936,-0.292806,0.770846,-0.497867,2.144068,0.311733,1.442602,-1.243863,-0.610475,1.443154,-0.02664,-0.6053,-0.684983,unacc
0.788501,-2.250722,0.522242,-0.171408,-0.439937,-2.063699,-0.401942,-0.017509,0.41032,0.461814,-1.660952,1.306637,-1.529057,-0.913874,1.60501,acc
-0.15916,-0.479672,2.019395,-1.883512,-0.71831,-1.563286,0.063681,-0.203663,1.356258,0.417446,-1.554578,1.030321,0.520269,1.120452,-1.724094,acc
-0.991559,-0.422675,-1.990826,-1.393082,-0.949911,-0.70283,-0.275156,-0.363241,-0.469256,0.389993,1.386409,1.379666,-2.710534,-0.529292,0.862487,unacc
-2.524491,1.064878,0.000721,1.276015,-1.025085,1.044205,-0.021561,1.308477,0.204921,1.472317,-1.023234,-0.802612,0.029304,0.826461,-1.743441,unacc
0.993738,-0.472225,1.01313,1.892271,-0.80251,-1.640778,-0.297127,0.284898,1.784633,-0.03051,0.235238,0.020305,2.264443,-1.445123,1.099955,unacc
0.203465,-0.24945,-1.128835,-0.63243,1.416661,-2.805737,-0.493615,1.589019,-0.078641,-0.213576,-0.86762,1.355499,0.897008,1.819544,0.226576,unacc
1.008419,1.156515,-1.920377,-1.269956,-0.793812,1.296075,0.436489,2.261854,-1.804316,0.717778,-0.165626,-0.302006,-0.572547,0.312136,1.295616,unacc
-0.05298,0.228738,-0.273576,-2.167553,0.688794,-1.267165,0.703253,0.042612,-0.85035,-0.475252,0.016948,2.370611,2.621586,-0.130451,0.737963,unacc
-1.340318,0.474145,0.827826,2.51429,0.691029,-0.190621,0.255326,1.275047,-0.109127,2.068997,-1.010438,-0.702017,-0.003751,0.898257,-1.675589,unacc
2.034618,0.809173,-1.374544,0.60675,2.009176,-0.378795,-0.416793,0.001643,0.959486,-1.068106,-1.444277,1.564069,-1.161989,-1.190639,0.252963,unacc
2.16608,-0.511602,0.073061,1.33936,-0.280398,-0.470019,-2.626888,-1.12766,0.140306,0.680311,0.209298,0.653235,-1.599417,1.242648,-0.762112,acc
-0.121361,-0.056784,0.404414,-2.895102,0.750331,-1.14909,1.126571,1.333558,-0.638393,-0.254153,-0.150365,1.902234,0.207793,0.481213,1.899032,unacc
-1.111306,0.22843,-2.524777,-1.263147,-0.774692,-0.964829,2.091178,-1.884679,0.122034,0.528351,-0.098282,-0.651969,1.049104,-0.116218,-0.640639,unacc
-2.114782,0.261568,-0.38822,1.374711,-0.927295,1.011666,-1.207916,0.993926,-0.39133,-0.643888,1.251122,0.643746,0.250646,2.749856,0.022432,unacc
0.589778,-0.718481,-0.893663,-0.465397,1.959447,-2.300884,0.442726,1.464556,1.526214,-1.629836,0.169312,0.205523,0.131441,-1.581248,-0.319527,unacc
1.858083,1.011895,-1.380242,0.556694,1.843205,-0.170251,2.227225,-1.007474,0.566959,-0.573686,-0.720454,-1.239502,-0.900791,0.440735,-0.955596,unacc
-0.900464,-0.497009,-0.49353,-0.780074,-1.96503,-1.003535,-2.58853,0.095106,-1.133643,0.545154,-1.650424,-0.445389,-0.927942,-0.431887,-1.341098,unacc
-0.44855,1.310323,2.519258,0.003056,-0.672194,-0.985615,-2.229833,-0.70275,1.051822,-0.136271,-1.519875,1.362687,-0.061324,0.208213,0.490822,unacc
-1.02508,-0.068807,0.011373,3.02196,0.657416,0.247393,-0.745431,-0.382455,-1.457616,1.596862,-0.63126,0.44129,0.69982,-1.906305,0.326312,unacc
-1.988553,-2.045224,-0.936516,-1.018541,-0.374608,0.553085,-0.437226,0.40077,0.832618,0.334289,-1.455559,1.570069,-1.320968,-0.841357,1.568658,unacc
-1.208061,-2.068962,1.605275,-2.151876,1.187714,0.294028,0.240054,1.243265,1.451308,0.412196,0.382504,0.50901,0.264478,-0.948615,1.235854,acc
1.862551,1.000118,-1.83097,0.956623,1.028916,-0.141358,-0.800962,-0.566835,-1.470051,1.903818,-0.493533,0.547167,0.280559,-1.93165,-0.065927,unacc
-0.856587,2.163311,1.151892,-0.908647,0.35482,-0.403351,2.695494,-1.015155,0.292288,1.002872,0.287292,-0.81558,-0.958331,0.509569,1.312683,unacc
0.563333,0.328204,1.093754,2.23089,-0.309738,-1.163457,2.041153,-1.207943,0.471143,-1.349797,-1.07637,-1.709406,-0.656563,0.321768,-0.594857,unacc
-1.094731,2.3859,-1.407285,0.750775,-1.675081,-0.082106,1.594826,0.329394,-0.482294,1.426784,0.009233,-0.072957,1.10986,-1.259535,-0.905591,unacc
1.841254,-0.318936,1.60631,-0.923312,-0.946727,1.186628,-1.006702,-1.383121,-0.419446,0.639734,0.926552,1.19997,-2.288632,-0.095683,0.910344,acc
0.53081,1.376844,-0.377068,1.489234,1.296949,-1.513894,1.037463,1.704951,0.005552,-2.264781,-0.607847,1.291148,0.479985,0.244051,1.073858,unacc
-1.129382,2.046979,-1.292793,0.452611,-1.099871,-0.596716,-0.900211,1.008541,-0.49743,-0.723148,1.717262,0.756903,-0.054273,2.455284,0.182761,unacc
2.331742,0.433591,-1.01855,0.167122,2.105832,-0.459526,0.095415,1.430279,2.082818,-1.291475,0.062749,0.003801,0.117409,-1.211123,0.018441,unacc
2.052105,0.380089,-0.825851,-0.180658,0.871508,-0.404709,2.109495,1.011483,1.736449,1.695933,-0.896037,1.05529,-0.991072,0.319128,0.810427,unacc
-0.270035,1.648913,1.06756,-0.571786,-0.050087,-0.174896,0.996862,0.71965,-1.371229,-0.167045,2.447313,1.404232,-0.776544,1.188749,1.923068,unacc
-1.578536,-2.3569,-1.026544,-0.731735,-0.945486,0.990084,0.50816,1.126458,-1.223426,-0.341207,1.428285,0.986309,-0.877983,1.469197,0.970485,unacc
0.316754,-0.418649,0.296668,0.195379,0.773178,2.45051,-1.188417,-2.289219,-0.523152,0.88779,1.312055,2.032374,0.300194,-0.563034,-0.219224,acc
-2.493345,-0.882243,-1.125182,-0.388932,-0.183587,0.378422,-2.346926,0.479955,-1.025393,1.01431,-1.432234,-0.081362,-0.752909,-0.287574,-1.309597,unacc
0.228245,-0.792731,1.161671,-1.458602,1.611935,2.299874,0.227322,-0.463934,0.848009,0.739116,0.812616,-1.969475,-0.17026,0.039747,1.689644,acc
2.322795,-0.311251,0.564683,0.651093,-0.005876,-0.477735,-2.146745,1.456034,0.232244,1.256825,-0.237164,-2.106783,0.304368,-0.01045,-1.1698,acc
2.002959,0.424186,-1.966597,1.205262,0.85105,-0.214374,-0.768897,-1.721894,-0.438657,1.103935,1.459955,1.746917,-0.343829,-0.699036,0.107239,unacc
0.071133,-1.523283,-0.923145,-0.942887,-2.38574,-0.862416,-0.011128,0.229288,-0.34786,-1.166425,-0.998419,1.394219,2.445424,0.106583,0.644416,unacc
-0.664093,0.696812,-0.175668,1.043568,-2.78125,-0.116677,1.557795,-2.119425,0.582822,0.0906,-0.560761,-1.323594,1.279299,0.134939,0.058067,unacc
0.506388,-0.277052,1.169992,-1.041563,0.84443,2.726132,0.293857,1.6611,-2.202858,1.098314,-0.30073,0.084046,0.03842,0.519933,1.037005,unacc
