@relation 'AT: winequality-binary-training-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.509density-0.438alcohol+0.424residual sugar+0.404total sulfur dioxide+0.298free sulfur dioxide+0.212chlorides+0.172fixed acidity+0.149citric acid-0.14pH+0.042sulphates+0.005volatile acidity' numeric
@attribute '0.582fixed acidity-0.579pH+0.36 citric acid-0.291free sulfur dioxide-0.247total sulfur dioxide-0.209sulphates-0.063volatile acidity+0.05 alcohol-0.019density-0.017residual sugar-0.002chlorides' numeric
@attribute '-0.599volatile acidity+0.483citric acid+0.441sulphates+0.282free sulfur dioxide-0.201residual sugar+0.145pH-0.14chlorides+0.123total sulfur dioxide-0.113density+0.113fixed acidity+0.109alcohol' numeric
@attribute '-0.661chlorides-0.505sulphates+0.318free sulfur dioxide-0.283volatile acidity+0.267residual sugar-0.151citric acid+0.129alcohol-0.107pH+0.051total sulfur dioxide-0.051fixed acidity+0.013density' numeric
@attribute '0.625volatile acidity+0.379total sulfur dioxide+0.368alcohol+0.363free sulfur dioxide+0.206fixed acidity-0.204density+0.184sulphates-0.181chlorides-0.179pH-0.097residual sugar+0.081citric acid' numeric
@attribute '-0.563sulphates+0.54 chlorides+0.364free sulfur dioxide-0.289residual sugar-0.265density-0.183fixed acidity+0.163citric acid+0.152total sulfur dioxide-0.113volatile acidity-0.097pH+0.021alcohol' numeric
@attribute '0.703citric acid+0.439pH+0.291volatile acidity-0.277sulphates+0.209residual sugar-0.186free sulfur dioxide-0.182fixed acidity-0.118chlorides+0.113density+0.104alcohol-0.055total sulfur dioxide' numeric
@attribute '0.608fixed acidity+0.533pH-0.373residual sugar-0.272sulphates+0.223total sulfur dioxide-0.18citric acid-0.174alcohol-0.09chlorides+0.082density-0.075free sulfur dioxide+0.008volatile acidity' numeric
@attribute '0.629alcohol+0.448residual sugar+0.389chlorides+0.302fixed acidity+0.253pH-0.176citric acid-0.156total sulfur dioxide-0.141volatile acidity+0.121free sulfur dioxide+0.08 density-0sulphates' numeric
@attribute quality {'not good',good}

@data
1.779008,1.277113,-2.051741,-2.415119,-1.3377,0.37535,0.334016,-1.209658,0.754614,'not good'
-1.360918,-1.044831,-2.931459,-0.164376,0.095562,0.253201,-0.805729,0.853377,-0.824141,good
-1.206154,-0.341128,-0.98135,-0.376598,-1.402748,-0.128268,-0.04785,0.461715,-0.564617,'not good'
0.483147,-0.426488,-0.272422,-0.004845,0.472506,-0.056921,0.268373,-0.015146,-1.316237,'not good'
-0.285572,1.618226,0.334696,-0.84343,-0.71792,1.49823,0.783935,-0.721441,-1.578363,'not good'
1.737541,0.089313,-3.035853,-1.77341,1.36262,-0.834602,-0.39421,-0.020848,-0.521668,'not good'
1.856519,-1.183842,1.273909,-0.860933,0.276483,-0.299986,1.466784,1.348943,0.402386,good
2.676845,-0.54883,-1.383468,-4.060961,-1.122962,5.139715,-1.374068,-0.902446,2.233112,'not good'
-1.055583,-1.575848,0.439673,-0.92519,-0.372382,-0.02608,0.262309,0.844214,0.064689,good
-0.918248,-0.305439,1.295271,-0.646902,-0.857765,-0.283875,-0.172647,0.305286,-0.239757,good
-2.006512,0.970741,-0.328956,0.835407,-0.03513,1.337083,-0.425481,0.27562,0.490129,'not good'
0.009802,0.312421,0.498794,-0.363469,0.179832,-0.032061,-1.169895,-0.5939,0.883253,good
-1.38492,0.858858,1.186738,0.510044,0.515963,0.402824,-0.129744,-1.118699,-0.739149,good
1.865147,-0.274313,-0.383558,0.990246,-0.577216,-0.58706,-0.223397,0.663655,-0.246881,'not good'
2.797768,0.548822,-0.363487,0.402836,-0.340693,-0.286734,-0.168185,-0.002822,-0.344608,good
2.423873,-0.960404,-1.089533,1.186897,-1.81864,-0.350549,0.437028,0.103995,0.644932,'not good'
1.208424,-0.88311,0.579866,0.259951,0.202062,-0.249962,-0.477894,0.597046,0.204454,good
0.613627,-0.764861,2.552731,-1.44673,-0.155648,-0.72671,-1.462596,0.561203,-0.109178,good
1.136762,0.548089,-0.411671,-0.825173,-1.279462,1.097739,-1.100887,0.860535,0.393579,'not good'
-0.119883,-1.181917,0.688837,-0.206919,0.563851,0.113521,-0.306661,-0.700562,0.053957,good
0.72904,-0.368569,0.132141,1.573721,-0.51459,0.966663,0.531129,-0.634288,0.717173,'not good'
3.34313,-0.1614,0.063877,0.758753,-0.33941,0.038099,-0.624462,0.540395,0.385591,good
1.337826,-0.269478,-1.692831,-0.408376,0.497091,-0.026956,0.255616,0.413295,-0.424229,'not good'
-0.604564,-0.155669,0.035751,-0.566683,-0.598938,0.332803,0.178441,0.393892,-0.275815,good
-0.912607,-0.896136,-0.49208,1.209368,-1.993811,0.354732,-0.254042,-0.132406,-0.995566,good
0.813849,-0.57159,-1.355393,0.877534,1.174857,0.433316,-0.434422,1.152201,0.185054,good
0.057354,1.401363,1.443337,0.165751,-1.072353,0.407757,0.553601,0.996084,0.357626,good
0.438807,-0.537658,0.569829,-0.648788,-0.490334,-0.891278,0.56725,0.248822,0.084685,good
2.091801,-0.401427,-0.159761,-0.998004,-0.788233,2.261295,-1.424438,-0.001939,1.817694,good
1.620686,2.051101,1.56914,-2.765914,-0.837523,4.237336,1.343905,-0.98096,-0.208794,good
0.075774,0.617009,-1.288626,-0.597072,-1.162746,-0.27329,0.615395,0.507426,-0.913925,'not good'
0.807395,0.001492,-0.090303,0.042602,-0.149803,-0.354748,-0.175669,0.339938,0.535934,good
0.802315,0.043993,0.312513,-0.0271,0.347426,1.221049,-1.083409,-0.225931,-0.945147,good
-0.664728,0.240311,-1.24064,0.006951,-0.252159,0.175465,-1.052147,1.04526,-0.978304,'not good'
-0.935207,1.188442,-1.035665,1.185036,1.152069,0.798414,0.379402,-0.783614,0.58421,good
1.007846,-3.607651,-0.086422,0.905394,-1.567418,0.941669,0.091239,-0.303331,-1.595689,'not good'
-2.042489,-0.987047,0.277656,-1.159746,0.713667,-1.66963,0.006074,-0.177318,0.890161,good
-0.289099,0.49165,-0.105971,0.85755,-0.884035,-0.285976,-0.409799,-0.528157,0.497138,good
0.307507,-0.188153,0.435965,-0.219396,0.191464,0.812445,-1.258745,0.811564,-0.107816,good
3.12579,-1.615899,-0.215567,-0.386061,1.684244,0.43698,0.394733,0.265447,-0.614147,good
1.407747,-1.506107,-0.397626,0.924535,0.522689,1.234638,0.015328,-0.05271,-0.692255,good
-2.226591,-0.219774,1.084412,-0.267965,0.977413,-0.264194,0.837741,-0.974711,0.059851,good
-0.507488,1.758237,-0.176857,1.133848,0.063039,0.269365,0.634965,-0.250541,-0.315369,good
1.387738,0.484756,1.365506,-0.167694,0.388068,-0.318756,0.387952,-0.250772,0.449274,good
3.818688,0.255077,0.457794,1.118004,1.956106,1.081824,0.202961,-0.023196,-0.424067,'not good'
-1.674008,1.264094,-1.323633,0.919223,0.72748,0.027907,-0.113611,-1.302006,0.604609,good
3.103753,-0.350668,0.29335,0.639096,-0.210973,-0.046601,-0.695489,0.50778,0.148518,good
1.003154,-0.257653,0.415843,0.281644,0.122859,0.219933,-0.538265,-0.356471,-0.182768,good
-2.224777,-0.848976,-0.282493,-0.318689,-1.128758,-0.530679,0.14612,-0.87337,-1.427081,good
-2.245914,-0.860647,0.352455,0.403025,1.365137,0.114033,-0.314266,-1.397232,0.475815,good
-2.808199,-1.025024,-0.610101,-0.148121,1.365647,0.274596,0.864087,-0.314779,0.181698,good
0.160607,0.683703,-1.600308,-0.351878,-0.834317,-0.92902,-1.147825,-0.644363,-1.456213,'not good'
2.371803,-1.375079,-0.419983,0.761598,-0.953238,-0.761651,0.998313,0.180059,0.728681,good
-0.265352,-0.954899,2.758497,-1.860876,-0.105902,-2.054965,-1.311678,-0.404898,-0.802564,good
-0.697788,-1.674589,-1.584698,-1.326731,-0.535131,-0.004445,-1.473554,0.336488,-0.639933,'not good'
0.946329,-0.462672,1.478348,-1.005025,0.428701,-0.903346,-1.446442,1.128944,-0.102649,good
-2.06038,-0.635525,0.48493,-0.540347,-0.508328,0.193733,-0.873215,-0.400792,0.149312,good
-0.320332,1.519759,-0.074381,1.182337,0.149248,-0.604044,-0.098317,0.217527,1.245806,good
-0.982108,0.009784,1.103114,0.855672,1.170998,1.25873,0.466907,0.922565,0.494953,good
0.02142,-1.134315,-0.260917,0.423921,0.613441,0.609262,0.004279,0.066294,0.427132,good
-0.485817,1.166368,-0.882766,0.555805,-1.058292,-0.094794,1.103224,0.073889,-0.262793,'not good'
3.141731,-0.508033,1.959687,-1.293524,-0.211655,-2.127382,-0.580358,0.85131,0.834232,good
3.818688,0.255077,0.457794,1.118004,1.956106,1.081824,0.202961,-0.023196,-0.424067,'not good'
-0.403364,0.632012,0.974745,0.216821,-0.076819,-0.064281,0.074707,-0.312345,-0.076595,good
0.777943,0.677992,0.172322,-0.101791,0.843788,-0.899904,0.051582,0.842134,0.304727,good
3.249891,0.309338,-1.027985,1.724006,0.444168,-0.992772,-1.723748,0.271771,0.69154,'not good'
-2.171321,0.97893,0.629496,0.043171,-0.478905,-0.183285,-0.550062,0.013069,0.275119,good
1.886501,-1.869214,0.749176,1.116724,-0.077714,0.177424,0.373967,-0.204856,0.970635,good
-2.523256,0.8142,0.924989,1.467386,0.689047,1.407268,1.579722,-0.52127,0.027541,good
-2.563164,-2.141518,-1.426796,-0.672786,-1.293847,0.054377,0.517157,0.227127,-0.366714,good
-0.762716,-0.805203,0.931841,-0.47641,-0.306501,0.528142,1.000084,1.040701,0.053949,good
0.239139,2.967993,0.206026,-0.281913,-0.450463,0.266414,-1.068728,0.156406,-0.849698,'not good'
0.759959,-1.310376,-0.503936,1.143194,-0.642906,1.098073,-0.389395,-0.88969,0.2264,good
0.357549,-0.934775,-0.691078,0.984019,-0.480436,0.2429,0.379451,0.502915,0.251875,good
0.491025,2.101203,0.958687,0.455993,0.222437,0.890982,0.029763,1.190742,-0.695533,'not good'
-0.600958,0.505537,-1.707258,-0.783169,0.634003,-0.780136,0.931851,0.639308,-0.056331,'not good'
-0.350274,-0.091038,-1.751964,-0.097544,-2.00619,-0.204563,-0.13037,0.98455,-1.050796,'not good'
-1.732779,-0.521906,1.429452,-0.737914,-0.070076,-0.397678,-1.18482,-0.482061,0.07465,good
2.983364,0.779292,0.54324,0.620182,0.254191,0.411968,0.817246,-0.506482,-0.226597,good
2.220888,0.463037,0.807199,0.305287,0.475359,-0.388317,-0.8501,0.484362,0.019454,good
-2.960975,-1.107264,-1.399319,-0.597529,0.489357,-0.065225,1.647409,0.398934,0.024805,good
-0.84108,-0.544222,0.858309,-0.959986,0.003004,-0.832258,-0.238635,0.617177,0.177662,good
2.973628,-1.128848,-1.656014,-0.834354,2.867997,-0.058737,1.898807,-0.581455,-0.998102,good
-0.115359,1.125242,-0.528547,1.34818,-0.432293,1.133604,0.17343,-1.056186,-0.033634,good
1.21131,0.255383,-0.703747,-1.34713,-1.40497,2.142402,-1.054911,0.394989,1.778475,good
-1.512923,2.967039,-0.125277,0.375414,-0.833787,-1.138097,-0.999899,-1.499901,-0.443261,'not good'
-0.774094,0.136482,-0.378265,0.003827,-0.479854,0.738678,0.070204,-0.469973,0.543071,'not good'
-2.153391,-0.409202,0.597257,-0.23419,-0.713318,0.361463,-0.504076,-0.583594,-0.094303,good
0.742161,0.337505,-0.512558,-0.606535,-0.23806,0.39323,0.702973,0.004243,-0.617916,'not good'
-0.653025,-0.395734,-0.085916,-1.710148,-0.201632,-1.618521,0.131871,0.525889,-1.050629,'not good'
-0.12699,0.524101,0.81483,0.146911,-0.373658,0.533013,-0.541232,-0.481361,0.531431,good
-1.373595,1.281418,2.596728,-0.544015,1.156196,-1.322979,-1.25791,-0.618541,0.222988,good
0.68975,-0.686559,-2.484969,-0.535522,0.840095,-1.418711,0.427938,0.154248,-0.976054,'not good'
-2.533106,-0.811875,0.456478,-0.072642,-1.084958,-0.242308,2.197806,0.441393,-0.041821,'not good'
0.538623,0.492698,0.429975,-0.986021,0.387962,0.103492,-0.050298,0.961221,-0.618932,'not good'
3.331394,-1.394478,-0.57083,1.690283,-0.631294,-1.145937,-0.68144,-1.139625,0.391689,good
-2.766538,-0.25406,0.431023,-0.413076,0.420924,-0.311875,0.694567,-1.456528,0.644142,good
4.651393,-0.529132,-4.080299,-9.171826,0.091205,3.90065,-0.748412,-1.583919,3.312244,'not good'
1.421761,-0.017788,-0.646193,0.471794,-0.143141,0.738805,0.377311,0.014879,-1.212901,'not good'
2.188004,-1.380893,-0.619322,1.276313,0.993297,0.871184,-1.217378,0.722089,-0.752416,'not good'
-2.318094,1.276695,1.299661,-0.973217,-0.563661,-1.090161,-0.503632,-1.061339,-0.181888,good
-0.764424,0.631127,-0.361062,-0.209052,-0.319761,0.422248,-0.357858,0.309253,-1.09818,good
-2.41087,1.194049,-0.517032,2.196103,-0.452549,0.474559,1.249202,-0.248304,1.229325,good
-2.63067,-1.401855,0.851682,0.534784,-0.747917,0.816273,0.891862,0.354096,0.292489,'not good'
2.845845,-1.809848,0.156547,0.081058,1.831854,-0.459302,0.825575,0.319105,-0.260331,'not good'
1.573466,-1.305639,-1.102166,1.000688,-1.892425,-0.740569,-0.12863,-0.957081,0.175793,good
-2.29319,-1.119071,-1.10668,-1.107247,0.237157,0.158109,1.574645,0.553848,-0.169058,'not good'
-1.23177,0.771418,0.924884,-1.203397,-0.89469,-1.445996,-1.844988,-0.673104,-0.666514,good
3.580501,0.7029,0.70308,0.161136,1.75294,1.033993,1.454164,-0.38138,-0.953714,'not good'
2.388321,-0.169994,-0.100907,-0.405039,0.675014,-0.659916,-1.547375,0.528369,0.018199,good
0.826379,0.860058,-0.114494,-1.816894,0.153233,1.099177,-0.630316,0.651228,-0.226903,'not good'
-3.085666,0.055115,-0.385323,-0.346915,-0.129362,-0.1248,0.718998,-0.101978,0.22467,good
-1.778055,0.836438,0.150721,0.770453,1.74517,-0.236704,0.190329,-0.57478,0.254681,good
1.302264,-0.480227,-0.548349,1.133951,-0.134774,0.570329,-1.025015,0.877932,-0.022881,'not good'
-0.898855,-1.343848,0.666696,0.651405,-0.885885,0.226798,0.149656,0.502674,0.226111,good
0.102487,-0.159562,1.656806,-0.098607,-0.898486,-0.4013,0.068102,0.922253,0.314346,good
4.129737,-0.719226,0.194355,0.541648,0.586474,0.001255,0.500114,-0.926051,0.252261,'not good'
1.542254,0.524704,0.274873,0.651323,0.146556,0.907422,-1.098773,-1.516012,-0.949759,good
3.043714,-0.157765,-0.458694,-3.715598,-0.260627,5.739162,-0.963176,-1.020417,1.224792,good
-0.583843,-0.905275,0.489211,0.907462,0.220389,0.312947,0.069797,0.204961,0.905027,good
2.391138,-0.444235,-1.470794,-3.945848,-0.81095,4.081453,-0.417277,-0.583482,1.692807,'not good'
-0.265715,-0.600404,0.261352,0.588293,-1.043675,-0.369411,-1.831287,-0.928259,-0.665909,good
-2.694471,-0.374395,0.015937,0.748493,0.763745,1.005969,0.368202,-0.20681,0.513001,good
-2.267816,-1.347868,0.190957,-1.434047,0.261685,-1.570339,0.231148,-0.174596,-0.067452,good
2.214262,-0.501382,-0.479015,1.166849,-1.4617,-0.596766,0.915888,-0.231732,0.104117,'not good'
-3.299362,-0.625261,-0.722185,0.318342,-0.514031,-0.070978,0.868423,0.054837,-0.11051,good
-0.77692,1.081074,-0.221753,1.338081,0.463102,0.492772,-0.478694,1.227773,0.45941,good
-1.474548,-0.703169,0.098395,0.330474,1.102096,-0.299444,0.540126,0.625285,0.61987,good
-2.60416,-1.510299,-0.082789,1.097414,-1.499377,0.893932,0.76095,-0.354712,-0.471635,good
-1.790145,-0.257432,0.26321,0.030428,0.297448,0.187451,0.427577,-0.054789,0.415087,good
-0.915335,-0.971611,-1.331757,-0.951987,-0.330633,0.651433,0.217895,0.28738,-1.094399,good
-2.029193,-0.318577,-0.265729,0.3437,0.121782,0.320374,0.471729,-0.657938,-0.345163,good
0.760455,-0.55813,1.070249,0.554228,-1.012583,0.430193,-0.314671,2.556381,-0.345428,'not good'
-1.168922,0.65171,-0.808588,0.439021,0.617716,1.817764,0.00921,0.573409,-0.151009,good
-2.64474,-1.393334,0.251282,0.763675,0.867475,0.821562,0.768757,0.253624,0.463466,good
0.017514,-0.844293,0.601954,-0.63404,-0.499912,0.836939,0.001616,-0.266114,-1.362293,good
-0.271721,2.658034,1.171298,-0.813096,-1.288634,-1.547692,0.270386,0.274007,0.611397,good
1.174141,2.152682,-0.246858,-7.06209,-1.508593,4.367673,1.844791,-1.870922,0.995927,'not good'
-2.594265,0.078952,-0.023381,1.037129,-0.624705,0.956374,-0.533322,-0.622444,-0.201787,good
1.776408,-2.323148,-1.098082,-0.197877,1.144102,-1.25817,0.535095,-0.027853,0.903985,'not good'
-1.903083,-0.435629,1.79405,-0.620555,-0.673841,-1.27085,-1.334654,-0.909214,0.234718,good
1.637341,-0.446185,-0.961731,0.059742,-1.18202,-0.631808,0.180972,-0.811694,1.172705,good
1.664962,0.244206,-0.522352,-0.671826,-0.538724,-1.476178,-0.863445,-0.15476,0.103975,'not good'
0.173342,0.224116,-0.933488,-1.503241,-0.242351,0.403118,-0.154057,0.791814,-0.812292,'not good'
2.01703,0.712202,0.784873,1.040278,0.287512,0.229066,-0.64417,0.533203,0.559656,good
1.817972,-1.997035,0.398355,0.60835,-0.794112,0.210169,1.055869,0.890833,0.927181,good
6.109078,0.395171,-2.569931,1.420353,-1.446536,-2.420515,1.201029,-0.038742,2.116111,good
2.879296,1.908744,1.174696,-1.779402,1.0344,-2.476582,0.954351,-0.924256,-0.518627,'not good'
-1.944971,-1.301028,0.758858,-0.855152,0.818098,-1.711341,-0.01226,-0.09225,0.850361,good
-1.75057,0.546278,0.51211,0.68752,-0.027178,0.646711,-0.167571,0.863834,0.634015,good
1.039748,-0.885893,0.912704,-0.46425,-0.073789,-0.386561,-0.332955,0.796467,0.30606,good
1.478003,-0.02198,0.693612,0.271935,0.641272,1.342167,0.473189,-0.551468,-1.325074,good
0.510737,-0.518813,0.319044,-0.48327,-0.356568,-0.521422,0.931791,0.495401,0.601474,good
0.677241,1.084453,0.575105,-4.411749,-1.946204,4.296881,2.047752,-0.685584,0.905923,good
-1.633844,1.187524,0.480729,1.056928,-0.682504,0.541301,-0.145373,0.064316,-0.215951,good
2.224664,-0.197277,-0.000229,0.879683,-1.370698,-0.605403,1.187502,0.680097,0.637361,good
-2.556802,0.11591,1.305642,-1.119359,-0.192037,-1.951582,0.124275,-0.736825,-0.569505,good
0.597285,2.742691,-0.734427,1.282972,0.070952,-1.08154,0.04393,0.332656,1.86983,good
0.541428,-1.271138,0.427848,-0.874484,0.21259,-0.976345,-0.662234,-0.233852,-0.884181,good
1.106001,0.035369,-0.675041,-0.78563,-0.124512,0.514286,-0.166229,-0.164211,-0.519223,good
0.950165,-1.104502,0.275729,-0.908231,0.479605,-0.565748,-0.534215,-0.271001,-0.909369,good
1.712146,-1.93952,1.078295,-0.972709,0.751969,-0.512159,0.502567,1.369183,0.361055,good
1.109083,0.021828,-0.087823,0.593152,0.450946,-0.499574,-0.837859,-1.041204,0.369995,good
-1.26876,-0.626946,-0.354004,0.453027,-0.38275,0.661784,0.236972,-0.463525,0.230028,good
-2.289723,-0.439887,0.424979,-0.473447,0.874892,-0.680258,-0.090452,-0.72426,0.639161,good
-0.797063,-2.295642,1.587464,-0.766501,-0.19769,-0.831561,-0.357305,0.555848,-0.128718,good
-0.861721,-0.762109,0.52251,1.125205,-0.121624,0.960749,-0.565715,-0.70767,0.03336,good
2.55386,-0.789172,-0.429751,0.976544,-1.191908,-0.099352,0.831641,0.603644,1.32596,good
2.047685,1.202357,0.737919,-0.137589,0.706904,-0.611989,0.380474,-0.225273,0.611649,good
0.431352,-0.201063,-0.112087,0.082147,-1.664208,-1.469313,0.583883,0.938311,0.488118,good
-0.984894,-1.493106,1.441422,0.45619,-1.118601,0.048735,0.520167,0.612846,-0.86506,good
-1.678855,1.366497,-0.495872,-0.185898,-0.522638,-0.149383,-0.676302,-0.142704,0.308548,good
0.350723,-0.396129,0.083903,0.802754,0.768146,0.915386,0.095546,0.577934,0.541874,good
0.366609,1.979384,-1.563781,1.042608,-1.101478,-0.259581,-1.17685,-0.691863,-0.04848,good
1.766992,-0.09292,0.690133,1.025176,1.128843,0.280649,-1.044474,0.516798,0.073115,'not good'
2.009137,0.635537,-0.221263,-4.19796,0.140415,2.783916,-0.113048,-0.395366,-0.041166,'not good'
1.368935,-0.536863,-1.076247,-0.485699,0.465418,-0.351092,-0.429845,0.448378,-0.12676,'not good'
1.022501,-0.802766,-0.797056,-0.570964,0.402507,-0.680348,-0.743673,-0.492735,-0.827737,'not good'
1.537254,-2.70046,1.93169,0.87179,2.164794,0.68707,-1.76926,0.181553,0.480372,'not good'
-1.14229,-0.93605,0.246336,0.058923,-0.639414,0.905702,-0.156726,-0.059149,-0.656266,'not good'
-0.572202,1.900146,-0.509359,-0.050826,-0.331285,-0.710426,0.52388,0.598976,-0.027437,'not good'
-2.723721,-0.371774,0.694735,0.503585,-0.743517,-0.397306,1.034781,-0.010297,0.177487,'not good'
-1.32425,-0.607422,-2.899006,-0.135653,-0.700711,-0.614811,-1.084194,0.125953,0.014797,'not good'
2.716734,-0.151805,-0.449816,0.853394,-1.46474,-0.591859,1.390714,0.349275,0.498914,'not good'
-2.701687,-0.631741,-0.291279,0.504047,0.842293,0.690544,0.696173,-0.105231,0.643026,good
-1.700063,1.175535,0.193416,-1.1974,0.365139,1.495128,0.493111,0.116481,1.243788,'not good'
5.397665,0.17565,-0.164621,1.020028,0.072236,-0.188187,0.749302,-1.291605,0.237143,'not good'
3.444417,-1.246073,-1.20155,0.468422,0.177746,-0.043914,-0.240168,-0.854408,0.162351,'not good'
-0.625123,0.940791,1.486346,-0.450956,0.912581,0.363552,0.1555,0.137008,-0.359003,'not good'
3.750434,0.768203,1.719718,-0.101829,-0.330582,-1.175294,0.984503,0.031343,0.585251,good
0.109624,2.170432,0.24117,1.409849,-0.376469,0.389484,0.731835,-0.351857,-0.058459,good
-0.240974,-1.108254,-0.201749,-0.472932,-0.131704,-1.352271,1.146738,0.717396,0.770613,'not good'
-2.134064,0.986625,-1.633308,0.51834,0.718338,0.422016,0.065713,-0.28828,-0.29753,good
-1.552183,1.975947,1.4217,-0.825255,-0.258708,-0.985726,0.045787,-0.335342,-0.623588,'not good'
0.087785,2.506866,1.403535,-1.400778,-0.401677,-1.420964,-0.886537,1.1345,0.058151,'not good'
-0.243336,1.047146,0.901798,-1.323506,-0.402071,-1.876854,-1.824875,0.376252,-0.701128,'not good'
-1.295217,1.023345,0.467743,-0.413362,-0.658197,0.209815,-0.178298,0.178351,-0.020709,good
-0.987022,1.553392,-0.98623,0.799993,0.18803,-1.06432,-0.057321,-0.526114,-0.093322,good
-1.866965,-0.669335,0.668422,0.449615,0.045774,0.797433,0.451015,0.091373,0.326346,good
2.600761,-0.565824,-1.37391,-4.030905,-1.26332,5.092062,-1.347399,-0.980157,2.195584,good
0.797063,-1.383759,-1.616004,-0.54647,-0.698026,-1.652462,1.088926,0.247418,0.724304,good
-1.604419,3.507389,-0.352499,0.478277,0.943526,-0.781583,0.463244,0.238949,0.700014,good
1.685786,-0.173084,0.050808,0.828532,0.025555,0.78944,-0.250583,-0.188611,-0.776575,'not good'
-1.370466,2.183369,1.090946,1.106097,-0.469843,-0.392759,1.106125,0.072213,0.31863,good
-0.062427,0.086997,0.005595,-3.780585,-1.322553,2.883887,0.239697,-0.740433,0.790559,'not good'
2.094918,-0.350083,0.160204,0.069758,0.448423,-0.558396,-1.093258,-0.183411,0.523217,'not good'
-2.107703,0.035829,-0.088805,0.460476,-0.193366,1.033159,0.324214,0.39458,-0.057416,'not good'
1.114661,0.238731,-1.342561,0.459192,-0.57184,-0.276577,-0.141645,0.203117,0.091218,'not good'
1.546563,1.101442,0.022791,0.380269,-0.913279,-0.600495,-1.071156,-1.149387,-0.087083,good
0.68975,-0.686559,-2.484969,-0.535522,0.840095,-1.418711,0.427938,0.154248,-0.976054,'not good'
0.479373,-0.950921,0.575014,0.082861,0.549837,-0.380916,-0.123157,0.309529,0.220468,good
-0.652098,1.98479,0.348907,0.219876,-1.22345,-0.43232,-0.614339,1.509176,-0.428107,good
3.494177,-0.916675,-0.888882,0.572004,0.96362,-0.14906,-1.0558,0.428844,0.145411,good
-1.526098,-0.796523,0.510446,0.65665,0.117951,0.171121,-0.005331,0.677393,0.010872,'not good'
3.066349,-1.024003,1.537063,-0.377828,0.224214,-1.755114,0.140153,-0.138858,0.271847,good
-1.977236,0.291833,0.734724,0.592838,0.180717,0.883369,0.228031,-0.364473,0.076222,good
-2.700773,-1.428469,0.004526,-0.250744,0.83847,-0.104619,1.461496,0.979059,1.079698,good
1.38324,-1.665328,-0.719521,0.486248,-0.407726,0.793511,-0.885799,0.2451,-0.622082,'not good'
0.281199,0.769885,0.129815,1.973062,1.430769,1.032843,0.251121,-0.02617,-0.042319,good
-0.500856,0.518396,-1.747809,-1.109017,1.099538,-0.602376,-0.783507,0.821056,0.035051,good
-0.534736,1.349602,0.887624,-0.18233,-0.059268,0.183698,0.239917,1.23272,0.195703,good
2.399433,-0.017955,0.981895,0.910092,0.727508,1.328506,0.450922,-0.312905,-1.816653,'not good'
2.082673,0.999269,-0.75973,1.055098,-1.650838,-0.138832,-0.748249,-0.618756,0.011564,good
-0.739182,2.823082,2.206897,0.053649,-0.499846,1.120001,1.592868,-0.161693,-0.712433,good
-0.099239,-1.063769,0.682454,-0.202893,0.579522,0.084512,-0.34983,-0.68134,0.089551,good
-0.730056,1.750585,-0.122417,0.557658,-0.942611,0.140789,-0.469268,-0.368873,-0.054288,good
-0.10867,0.310612,-0.487036,0.570553,-1.4087,0.285017,-0.410297,1.01834,-0.243609,'not good'
-1.419295,-0.246824,-0.691004,0.411331,-0.095392,-0.700997,1.066607,0.767512,0.617502,good
2.032077,-0.555371,-1.503904,0.914799,-1.375315,-0.737501,-0.044034,-1.344724,0.178075,good
1.307144,-0.816925,2.27439,0.326631,1.0125,0.798788,-1.514442,0.665816,-0.372378,good
-2.157858,-1.181184,1.56197,0.462258,-0.608192,-0.413902,-0.080515,0.312005,0.07851,good
1.843958,2.292105,-0.122599,0.560236,-1.920589,-0.542358,2.027138,-0.803272,-0.129153,good
-0.375628,2.554756,-0.134395,0.181584,0.508392,-0.408632,-0.802638,1.856625,-0.32436,'not good'
1.704715,1.445283,-0.492494,0.878696,1.11363,-0.300108,-0.26261,1.286408,0.414608,'not good'
0.832608,-0.244018,-1.345569,-0.183358,0.66849,0.438019,-0.242571,0.864054,0.043232,good
0.39148,1.206366,2.029598,-0.662174,0.355563,-0.883446,-1.214216,1.245041,0.053095,good
-1.494733,1.503982,-0.454804,-0.294612,1.08286,0.201501,0.129616,0.889942,0.045658,good
-1.190325,0.363147,0.320537,0.54678,0.160077,0.644833,-0.318598,0.389488,-0.135754,good
-1.663462,-0.214336,0.535437,-0.07937,-1.407444,0.096941,-0.290612,-0.380348,-1.106284,good
-0.113309,1.050495,0.030057,0.511521,-1.538797,-0.56986,0.315312,-0.352124,0.838444,good
-0.78338,1.371201,-0.43492,-0.634538,0.541496,-0.644665,-1.137605,0.293004,-0.552903,'not good'
-1.814866,0.472629,0.868071,0.355138,-1.095924,-0.197354,0.287252,0.559966,-0.153488,good
1.190572,1.131008,0.404418,-2.993329,-0.740459,3.267412,0.5176,-0.534833,-0.155352,good
-1.007927,1.025226,-0.859621,-0.490002,-0.891795,-0.020294,-0.792403,0.686688,-0.578942,'not good'
-1.740137,0.050169,0.582782,0.457102,-0.986481,0.369427,-0.829034,0.3121,-0.093607,good
